id,id2,oldid,vcfid,A,state,gencoveid,projid
Charlestown_3,Charlestown,173533D,173533D,0.015112,IN,468db2a0-0f84-4493-8b28-4cc641a7f785,fb7724e2-2191-4084-be6e-5ee124245744
Falls Ohio_1,Falls Ohio,173521D,173521D,0.015151,IN,fac2e936-6ac1-4c54-9408-449ff0f29bdc,fb7724e2-2191-4084-be6e-5ee124245744
63_2021Q61_2,63_2021Q61,173473D,173473D,0.015473,IN,cec334e7-f5f3-4cbf-8fc3-168d63e95e71,fb7724e2-2191-4084-be6e-5ee124245744
Falls Ohio_2,Falls Ohio,173513D,173513D,0.01723,IN,8d07a377-c377-452c-a301-47adbe650bbf,fb7724e2-2191-4084-be6e-5ee124245744
34_2020Q33_4,34_2020Q33,173495D,173495D,0.017312,IN,cb10353c-46d3-4eae-a3c2-a02956923f06,fb7724e2-2191-4084-be6e-5ee124245744
Tippecanoe River_2,Tippecanoe River,173396D,173396D,0.017911,IN,eee6b14d-228c-40a9-8145-61188b1f43f0,fb7724e2-2191-4084-be6e-5ee124245744
Ouabache_1,Ouabache,173544D,173544D,0.018258,IN,822a1e03-3540-4bb4-a357-55049513fc17,fb7724e2-2191-4084-be6e-5ee124245744
34_2020Q33_1,34_2020Q33,173489D,173489D,0.018405,IN,11754695-3803-4a6b-9f04-e958355b75e3,fb7724e2-2191-4084-be6e-5ee124245744
14_2020Q13_2,14_2020Q13,173476D,173476D,0.01884,IN,76ca58b0-5d4c-46ad-952a-3b79ab28f40f,fb7724e2-2191-4084-be6e-5ee124245744
IN23KF04,IN23KF04,IN23KF04,IN23KF04,0.0189,IN,ee662464-4eda-4e53-a8f6-35e48469979d,bd07d13d-dec6-4482-b7e7-2cd7788315e7
Starve Hollow_4,Starve Hollow,173517D,173517D,0.018974,IN,a7e00399-a138-4f58-88d6-282e11301ae8,fb7724e2-2191-4084-be6e-5ee124245744
Harmonie_2,Harmonie,173392D,173392D,0.019793,IN,6ca2ab67-17a5-4fbc-9b8c-3ad8e230404d,fb7724e2-2191-4084-be6e-5ee124245744
Starve Hollow_1,Starve Hollow,173522D,173522D,0.02014,IN,bbdf36bf-3c5e-412d-9683-bbd91973ee3a,fb7724e2-2191-4084-be6e-5ee124245744
Charlestown_2,Charlestown,173532D,173532D,0.020532,IN,bbb2bc2e-2cbf-4f7d-a059-18c5c7fccd03,fb7724e2-2191-4084-be6e-5ee124245744
Harrison_3,Harrison,173387D,173387D,0.02184,IN,8cb2f30f-74ef-4710-9489-00a29864d663,fb7724e2-2191-4084-be6e-5ee124245744
Mounds_3,Mounds,173356D,173356D,0.022876,IN,f6fb26f6-487d-46eb-8bee-a3e945ef1559,fb7724e2-2191-4084-be6e-5ee124245744
IN23KF01,IN23KF01,IN23KF01,IN23KF01,0.023015,IN,7bb0e1cc-b318-4cf4-9885-30bb900ae874,bd07d13d-dec6-4482-b7e7-2cd7788315e7
Harmonie_4,Harmonie,173389D,173389D,0.024267,IN,eae0bf6f-de2a-407e-9ed2-04af94c32210,fb7724e2-2191-4084-be6e-5ee124245744
Brown 39.1766629_5,Brown 39.1766629,173542D,173542D,0.025582,IN,be31288e-94b4-43c6-997c-44d1e24bc220,fb7724e2-2191-4084-be6e-5ee124245744
Clifty Falls_3,Clifty Falls,173503D,173503D,0.025638,IN,ae4b730c-9d23-46c9-bade-f953978ab3d9,fb7724e2-2191-4084-be6e-5ee124245744
Falls Ohio_3,Falls Ohio,173511D,173511D,0.025776,IN,259ec63c-3b93-4251-98bb-5f3841529b34,fb7724e2-2191-4084-be6e-5ee124245744
Clifty Falls_4,Clifty Falls,173499D,173499D,0.026073,IN,8d93987b-1626-437f-8fc7-04ff1376465c,fb7724e2-2191-4084-be6e-5ee124245744
14_2020Q13_5,14_2020Q13,173479D,173479D,0.029726,IN,fbe5a9ff-703d-4399-a93c-b7c9dc556b79,fb7724e2-2191-4084-be6e-5ee124245744
34_2020Q33_3,34_2020Q33,173493D,173493D,0.029875,IN,967bed3a-9e17-4b87-9d3d-3afae4e7c269,fb7724e2-2191-4084-be6e-5ee124245744
Versailles_3,Versailles,173510D,173510D,0.029889,IN,dbc7f496-22d8-4830-b1cc-324ff95afe8f,fb7724e2-2191-4084-be6e-5ee124245744
Potato_1,Potato,173404D,173404D,0.035619,IN,efbfb49b-9540-4da5-b3fd-72e3560bd370,fb7724e2-2191-4084-be6e-5ee124245744
IN23KF02,IN23KF02,IN23KF02,IN23KF02,0.035746,IN,20775d06-dfe3-4de6-9aeb-9ac4ad7cafd2,bd07d13d-dec6-4482-b7e7-2cd7788315e7
14_2020Q13_1,14_2020Q13,173475D,173475D,0.038105,IN,9e3ff1cb-da04-4c7b-acc1-0709028f1812,fb7724e2-2191-4084-be6e-5ee124245744
Potato_3,Potato,173401D,173401D,0.039403,IN,a1345dfa-71e4-4a65-b031-dac75ddd80eb,fb7724e2-2191-4084-be6e-5ee124245744
14_2020Q13_4,14_2020Q13,173478D,173478D,0.040178,IN,18efbf69-e7b8-4b4e-991a-66c16f8437d8,fb7724e2-2191-4084-be6e-5ee124245744
Charlestown_4,Charlestown,173535D,173535D,0.040438,IN,b472f793-d7fd-42a5-a0c9-26d1dd2beb2c,fb7724e2-2191-4084-be6e-5ee124245744
IN23KF03,IN23KF03,IN23KF03,IN23KF03,0.040965,IN,f0cfa6f7-15dc-4967-a1dc-f29b735c672c,bd07d13d-dec6-4482-b7e7-2cd7788315e7
34_2020Q33_2,34_2020Q33,173491D,173491D,0.041232,IN,f16052ee-c83c-435b-8187-c701b4f50927,fb7724e2-2191-4084-be6e-5ee124245744
Charlestown_1,Charlestown,173531D,173531D,0.045391,IN,cc06930b-d3b2-45fe-9d55-2ebe2ea164e4,fb7724e2-2191-4084-be6e-5ee124245744
Clifty Falls_1,Clifty Falls,173483D,173483D,0.056919,IN,45917e94-3e05-454a-b5b1-8fe15dcd3c98,fb7724e2-2191-4084-be6e-5ee124245744
Potato_5,Potato,173400D,173400D,0.062537,IN,9b98fe06-9c9f-414c-9374-decdf2cc6258,fb7724e2-2191-4084-be6e-5ee124245744
00502Q,00502Q,00502Q,00502Q,0.074739,IN,7a713ed2-3517-4e28-9f60-d71a12f39fa2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Cataracts_2,Cataracts,173437D,173437D,0.077926,IN,26bf6332-02ae-4c63-8ab6-0b8dfcad2425,fb7724e2-2191-4084-be6e-5ee124245744
Potato_2,Potato,173403D,173403D,0.119987,IN,5b83fc35-a833-4956-835b-b69bd015b09b,fb7724e2-2191-4084-be6e-5ee124245744
C2021-06-004,C2021-06-004,C2021-6-4,C2021-6-4,0.110574,Jamaica,14a96bb7-6bad-4cd6-84b5-f40882f658ff,ceff7dd9-3732-41c4-b870-237342349749
C2021-06-028,C2021-06-028,C2021-6-28,C2021-6-28,0.181088,Jamaica,5a57d051-dcfa-42b8-aedc-501f622f36bb,ceff7dd9-3732-41c4-b870-237342349749
C2021-06-013,C2021-06-013,C2021-6-13,C2021-6-13,0.249147,Jamaica,3d0d6ede-fe2d-486b-bb7d-19dda1fb3925,ceff7dd9-3732-41c4-b870-237342349749
C2021-06-016,C2021-06-016,C2021-6-16,C2021-6-16,0.256332,Jamaica,1f38a64f-fb24-4208-815e-d0969bce846b,ceff7dd9-3732-41c4-b870-237342349749
C2021-06-001,C2021-06-001,C2021-6-1,C2021-6-1,0.260506,Jamaica,200c1734-e9e1-4677-90ef-562c358c9d0b,ceff7dd9-3732-41c4-b870-237342349749
C2021-06-017,C2021-06-017,C2021-6-17,C2021-6-17,0.282846,Jamaica,f6ad3b92-9db3-4b42-8195-e633322ef218,ceff7dd9-3732-41c4-b870-237342349749
F2-SK,F2-SK,F2-SK,F2-SK,0.018177,NM,6bee66c3-75c5-4354-bac4-dfbcf8051586,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z1-SK,Z1-SK,Z1-SK,Z1-SK,0.023729,NM,cc0b4d50-bd15-4e0b-8750-31da418f1247,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
P1,P1,P1,P1,0.031288,NM,eefd5ac3-4c11-4373-9f21-6aa809a8bcc0,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z11,Z11,Z11,Z11,0.103935,NM,52cff2e6-120a-408b-a805-829f26a17389,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z6,Z6,Z6,Z6,0.106329,NM,23b0c550-2166-498f-95d9-2ff5f1e46538,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z7,Z7,Z7,Z7,0.112773,NM,4b503002-1dc5-454c-9551-ee742a11955d,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z14,Z14,Z14,Z14,0.113035,NM,b57719a2-11e1-4839-9543-472bfb4d7227,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z12,Z12,Z12,Z12,0.115611,NM,dc8fd16a-d514-4a5d-b5b5-bd6026f5c373,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z3,Z3,Z3,Z3,0.142471,NM,c0c7e73c-59c9-4528-b33d-c101bcef619d,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
Z23,Z23,Z23,Z23,0.413938,NM,cad797a4-dcf5-4970-8739-1d8979a9f994,16b0cba9-1e82-4991-ab65-a42e0e4fd3dc
PA2_1,PA2,171273D,171273D,1e-05,PA,50ebcd02-cb0e-4d2b-9f4d-9ffa887d02df,fb7724e2-2191-4084-be6e-5ee124245744
PA8_5,PA8,171276D,171276D,1e-05,PA,bda7230c-e9ff-4a81-8223-b6c13ee212f2,fb7724e2-2191-4084-be6e-5ee124245744
PA9_1,PA9,171293D,171293D,1e-05,PA,3d1c90d2-f633-45db-8ab8-ee5bc5165962,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA10-2-39809398,CarnsA10-2-39809398,CarnsA10-2-39809398,CarnsA10-2-39809398,1e-05,PA,9a7ec966-d484-4286-8674-12f2a6f97d37,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA2-1-39809373,CarnsA2-1-39809373,CarnsA2-1-39809373,CarnsA2-1-39809373,1e-05,PA,312406de-c76b-42b7-9d20-657f38b3bcf0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsNA-3-39809369,CarnsNA-3-39809369,CarnsNA-3-39809369,CarnsNA-3-39809369,1e-05,PA,8f76a07c-05a5-4bfa-b592-106d15e49006,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
GriffinA-1-39809415,GriffinA-1-39809415,GriffinA-1-39809415,GriffinA-1-39809415,1e-05,PA,06f332d8-d85a-49a2-9948-6bf202bcdbec,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS1-NA-2,WKS1-NA,WKS1-NA-2,WKS1-NA-2,1e-05,PA,dce4ceab-679c-439f-8510-31e08ddb0eea,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS3-NA-2,WKS3-NA,WKS3-NA-2,WKS3-NA-2,1e-05,PA,110850eb-8d3e-4e73-8fe9-946a59a17c62,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsNA-1-39809367,CarnsNA-1-39809367,CarnsNA-1-39809367,CarnsNA-1-39809367,0.001595,PA,fc171815-df3e-462a-a169-5eda5244fac0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA1-2-39809371,CarnsA1-2-39809371,CarnsA1-2-39809371,CarnsA1-2-39809371,0.001968,PA,8564a02a-a0a5-45e4-bc59-6ce844de1dfb,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS1-NA-3,WKS1-NA,WKS1-NA-3,WKS1-NA-3,0.002075,PA,e08e60b9-df3e-4096-b7dd-1817d81a01f3,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA7-3-39809390,CarnsA7-3-39809390,CarnsA7-3-39809390,CarnsA7-3-39809390,0.002792,PA,87cea6fe-a171-4394-9920-1dc871870c86,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Korte-A-1,Korte-A,Korte-A-1,Korte-A-1,0.003366,PA,97062206-f9b8-4acf-a434-12d6266ca62f,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA4-2-39809380,CarnsA4-2-39809380,CarnsA4-2-39809380,CarnsA4-2-39809380,0.004801,PA,c0c2e317-e0f2-4090-b621-9a9025ec5515,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS4-A-2,WKS4-A,WKS4-A-2,WKS4-A-2,0.004874,PA,f2f91d5d-d3ab-4ecb-a5a1-e16c8d5444c0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Y57_1,Y57,173343D,173343D,0.004964,PA,30d09035-fcf6-4270-ab54-c38de24e8d9f,fb7724e2-2191-4084-be6e-5ee124245744
PA6_4,PA6,173331D,173331D,0.005107,PA,13b4728c-5fdd-42b7-8f74-d0d81285d4eb,fb7724e2-2191-4084-be6e-5ee124245744
PA2_2,PA2,171271D,171271D,0.005683,PA,72c7c929-430d-4863-b657-869e2d7bf57e,fb7724e2-2191-4084-be6e-5ee124245744
W26_4,W26,171259D,171259D,0.005717,PA,399b7763-7c7c-4f81-ba2e-056e81e84b0c,fb7724e2-2191-4084-be6e-5ee124245744
PA2_3,PA2,171270D,171270D,0.006001,PA,93a11b3a-c9fd-4748-be7d-7762b49a5a7e,fb7724e2-2191-4084-be6e-5ee124245744
BL_5,BL,173427D,173427D,0.006738,PA,5b8cab50-9e9b-4810-9223-0097c3532114,fb7724e2-2191-4084-be6e-5ee124245744
Y57_A,Y57,173436D,173436D,0.006816,PA,46e916ad-a3ff-4cd7-8ce8-3673f1a50e86,fb7724e2-2191-4084-be6e-5ee124245744
WKS4-A-1,WKS4-A,WKS4-A-1,WKS4-A-1,0.006958,PA,8e033ea6-e036-4e9a-946b-e19619dfa74f,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS4-A-3,WKS4-A,WKS4-A-3,WKS4-A-3,0.007314,PA,b55cf594-830c-4eee-a7dc-512d1ce98630,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA11-3-39809402,CarnsA11-3-39809402,CarnsA11-3-39809402,CarnsA11-3-39809402,0.008349,PA,c4d7a52a-2149-4e00-aa7c-8e2146ce7211,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA4-3-39809381,CarnsA4-3-39809381,CarnsA4-3-39809381,CarnsA4-3-39809381,0.008356,PA,df0e7725-35c5-43a9-9fc9-3c8d660b6f5b,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS2-A-3,WKS2-A,WKS2-A-3,WKS2-A-3,0.008419,PA,01b05c8d-e047-4ad0-88a4-7953d755c211,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
BL_3,BL,173432D,173432D,0.008816,PA,f139db5d-33e1-4ac6-8b9c-aa5be712866a,fb7724e2-2191-4084-be6e-5ee124245744
BL_2,BL,173431D,173431D,0.00919,PA,c1f4dc35-8901-477e-bfbe-c318cfca9cd5,fb7724e2-2191-4084-be6e-5ee124245744
WKS5-A-3,WKS5-A,WKS5-A-3,WKS5-A-3,0.009632,PA,764adbd9-6a30-4586-ba69-38f774223bb2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA6-2-39809386,CarnsA6-2-39809386,CarnsA6-2-39809386,CarnsA6-2-39809386,0.009995,PA,33198bfc-a758-4fcb-ac9a-511e6275ac44,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W34_1,W34,173405D,173405D,0.01037,PA,d0101e5e-b03c-42ef-acd7-b3578e23a446,fb7724e2-2191-4084-be6e-5ee124245744
PA8_3,PA8,171278D,171278D,0.010445,PA,ed708731-5d77-4119-9052-14db6782166a,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA14-2-39809410,CarnsA14-2-39809410,CarnsA14-2-39809410,CarnsA14-2-39809410,0.011199,PA,787da673-08c1-4e94-9648-cffdbbe0d211,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
BL_4,BL,173429D,173429D,0.011263,PA,354745fd-1840-4f7a-9dca-80478bb95cb5,fb7724e2-2191-4084-be6e-5ee124245744
Y57_4,Y57,173339D,173339D,0.011473,PA,cbbc575b-a8b9-495b-9682-c5ad13f98d84,fb7724e2-2191-4084-be6e-5ee124245744
W34_5,W34,173413D,173413D,0.012459,PA,7524ecd0-8e00-4b14-9de5-78d0dc61520a,fb7724e2-2191-4084-be6e-5ee124245744
Y57_B,Y57,173438D,173438D,0.012475,PA,f1b658b9-86cf-4cb3-89c2-7d996e628482,fb7724e2-2191-4084-be6e-5ee124245744
Y57_D,Y57,173439D,173439D,0.013267,PA,bcc76b11-7015-46af-bce6-4030deb58ee5,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA7-2-39809389,CarnsA7-2-39809389,CarnsA7-2-39809389,CarnsA7-2-39809389,0.013994,PA,6fd6e414-d31e-4962-ab0b-f404b88ef59a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Bonn-NA-3,Bonn-NA,Bonn-NA-3,Bonn-NA-3,0.014184,PA,dd13a371-9268-423f-aa02-f84e458aa8c0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA1-1-39809370,CarnsA1-1-39809370,CarnsA1-1-39809370,CarnsA1-1-39809370,0.014448,PA,85d64a15-6618-467c-acc5-7201af6e67f3,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Y57_E,Y57,173442D,173442D,0.016169,PA,b803375b-5252-484d-90a8-7a770c99d5dc,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA9-3-39809396,CarnsA9-3-39809396,CarnsA9-3-39809396,CarnsA9-3-39809396,0.016776,PA,21efde9a-b978-4acd-b192-cc9035c398d5,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA8-3-39809393,CarnsA8-3-39809393,CarnsA8-3-39809393,CarnsA8-3-39809393,0.016882,PA,2696384a-c397-4d1c-b4e0-f7e3bd62b096,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS2-A-1,WKS2-A,WKS2-A-1,WKS2-A-1,0.017205,PA,aafaaca2-0f65-4c17-a0e4-0eb331a10105,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA2-3-39809375,CarnsA2-3-39809375,CarnsA2-3-39809375,CarnsA2-3-39809375,0.017277,PA,08749359-f00a-4bc3-ad8a-55b24281e274,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
BL_1,BL,173434D,173434D,0.018196,PA,37a6c1f4-39eb-45cb-964b-7a295eadb64a,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA3-2-39809377,CarnsA3-2-39809377,CarnsA3-2-39809377,CarnsA3-2-39809377,0.018562,PA,49d493de-8676-4cb6-accb-12dfe26eddb6,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Y57_5,Y57,173337D,173337D,0.018757,PA,cd8cbbe9-9fcf-437b-95c1-6f293e8d5bb1,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA6-1-39809385,CarnsA6-1-39809385,CarnsA6-1-39809385,CarnsA6-1-39809385,0.020059,PA,0fd3e50f-561d-44e8-a8dc-67f04b24e7fd,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-NA-1,Wheel-NA,Wheel-NA-1,Wheel-NA-1,0.020472,PA,77860997-d65f-4d23-b121-e5a72a934c17,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS1-NA-1,WKS1-NA,WKS1-NA-1,WKS1-NA-1,0.020607,PA,2774a496-979b-48b2-8c88-5ab3af4810ae,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA14-1-39809409,CarnsA14-1-39809409,CarnsA14-1-39809409,CarnsA14-1-39809409,0.020662,PA,d5a59e78-f5d3-49cc-bef1-d7a75bbcf519,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsNA-2-39809368,CarnsNA-2-39809368,CarnsNA-2-39809368,CarnsNA-2-39809368,0.021485,PA,48ba9751-7779-4371-bdf7-f8cf2492d881,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Y57_2,Y57,173345D,173345D,0.021933,PA,f59b6ea7-ea53-4c81-bf22-d3ec0add926c,fb7724e2-2191-4084-be6e-5ee124245744
W26_5,W26,171260D,171260D,0.022164,PA,74068e54-09dd-4e9f-a8ab-ec8afe1f8f6b,fb7724e2-2191-4084-be6e-5ee124245744
GriffinA-2-39809416,GriffinA-2-39809416,GriffinA-2-39809416,GriffinA-2-39809416,0.022433,PA,4f4d3b5d-e47c-4c62-87df-0cdbcf38d038,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
GriffinA-3-39809417,GriffinA-3-39809417,GriffinA-3-39809417,GriffinA-3-39809417,0.022689,PA,8143f515-4f6c-4c8f-bb92-ae46f5183db8,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA9-1-39809394,CarnsA9-1-39809394,CarnsA9-1-39809394,CarnsA9-1-39809394,0.023992,PA,abc27c38-721c-4ba2-9952-5eae6ed7422a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-A-2,Wheel-A,Wheel-A-2,Wheel-A-2,0.024213,PA,e93bc850-c9b7-4b6c-b50a-c685a20dd4f5,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W26_2,W26,171263D,171263D,0.024464,PA,9f3ecf2d-e959-46b6-aed8-e096893b0cd7,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA12-3-39809405,CarnsA12-3-39809405,CarnsA12-3-39809405,CarnsA12-3-39809405,0.025137,PA,b9c83622-bde7-4555-a7d8-c117157b57a1,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-A-3,Wheel-A,Wheel-A-3,Wheel-A-3,0.025137,PA,e33233b0-77e3-4f53-bcab-4ce368853dd2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-A-1,Wheel-A,Wheel-A-1,Wheel-A-1,0.025454,PA,9a0b0525-c1ac-47cf-86ae-d28449d4df98,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL5_3,RL5,173322D,173322D,0.025618,PA,ac8a61dd-ae96-4bd4-a24c-2233deeffaf2,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA9-2-39809395,CarnsA9-2-39809395,CarnsA9-2-39809395,CarnsA9-2-39809395,0.025717,PA,c9ce6f8d-5864-4e48-be56-a1c0c1e1bb60,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA14-3-39809411,CarnsA14-3-39809411,CarnsA14-3-39809411,CarnsA14-3-39809411,0.025789,PA,0d11023a-f864-4e51-bd57-f25c049aac52,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA10-3-39809399,CarnsA10-3-39809399,CarnsA10-3-39809399,CarnsA10-3-39809399,0.025877,PA,0944cb14-b644-4c3e-859c-f1ccf722d807,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W26_3,W26,171261D,171261D,0.026836,PA,6e23a7f2-5468-4ced-989c-d0c56cc2cdf7,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA7-1-39809388,CarnsA7-1-39809388,CarnsA7-1-39809388,CarnsA7-1-39809388,0.027005,PA,07be3591-a518-4399-a703-b37a716ecc9a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W26_1,W26,171262D,171262D,0.027256,PA,4736f08e-c5eb-4ded-88bb-946fab2fe81d,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA2-2-39809374,CarnsA2-2-39809374,CarnsA2-2-39809374,CarnsA2-2-39809374,0.027886,PA,b6cdbb2b-d17e-44fb-a68a-9c05c65f813b,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS3-NA-1,WKS3-NA,WKS3-NA-1,WKS3-NA-1,0.02876,PA,63575be0-37a5-497a-88f3-0b7c2d9f727c,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA15-2-39809413,CarnsA15-2-39809413,CarnsA15-2-39809413,CarnsA15-2-39809413,0.029229,PA,148501c5-c805-4864-be2f-e8daa0b61946,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Y57_C,Y57,173440D,173440D,0.029532,PA,3e2536f1-6b1b-41c9-9b5e-43e383a38f6b,fb7724e2-2191-4084-be6e-5ee124245744
PA6_5,PA6,173333D,173333D,0.030129,PA,ae549a0f-cdf8-492b-be8a-7554da0c7295,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA4-1-39809379,CarnsA4-1-39809379,CarnsA4-1-39809379,CarnsA4-1-39809379,0.030443,PA,7e1b18a9-54c8-485d-85de-b99ce47f284a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-5-4-A-1,Jen3-5-4-A,Jen3-5-4-A-1,Jen3-5-4-A-1,0.030459,PA,28e19c34-2122-4e74-9b6e-e7eec8dbcabb,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS5-NA-2,WKS5-NA,WKS5-NA-2,WKS5-NA-2,0.031012,PA,b2f54f20-091c-4504-995a-6768b4de7f3b,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W34_2,W34,173407D,173407D,0.03165,PA,b642bfe6-082e-43ac-8a81-b0fda9afcc0c,fb7724e2-2191-4084-be6e-5ee124245744
PA9_5,PA9,171289D,171289D,0.032201,PA,af13432d-6ca0-4121-9c0c-54db13a36065,fb7724e2-2191-4084-be6e-5ee124245744
PA9_4,PA9,171290D,171290D,0.03283,PA,e1a9294c-cf87-4321-8541-dcbd581fb393,fb7724e2-2191-4084-be6e-5ee124245744
PA6_2,PA6,173334D,173334D,0.033477,PA,9655fdec-9bbf-4c88-b72f-3903edcbc76d,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA6-3-39809387,CarnsA6-3-39809387,CarnsA6-3-39809387,CarnsA6-3-39809387,0.033609,PA,fb371a57-94a6-4924-8160-8227867009bf,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS5-NA-1,WKS5-NA,WKS5-NA-1,WKS5-NA-1,0.03374,PA,0b160023-507e-4cc7-a51f-ed903edc1a83,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA11-1-39809400,CarnsA11-1-39809400,CarnsA11-1-39809400,CarnsA11-1-39809400,0.035511,PA,c1dbe9eb-55ea-4a85-b8d6-25190e3f650c,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-Em-NA-3,Jen3-Em-NA,Jen3-Em-NA-3,Jen3-Em-NA-3,0.036704,PA,03e557e3-be47-4d1e-931b-6f5b60c7382d,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA3-3-39809378,CarnsA3-3-39809378,CarnsA3-3-39809378,CarnsA3-3-39809378,0.036792,PA,0d901183-c7a4-44cf-8988-b7e1581b61d4,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA12-2-39809404,CarnsA12-2-39809404,CarnsA12-2-39809404,CarnsA12-2-39809404,0.037069,PA,345dc023-7c63-432f-86fc-83919885ace7,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA12-1-39809403,CarnsA12-1-39809403,CarnsA12-1-39809403,CarnsA12-1-39809403,0.037286,PA,b4c616fe-e467-40bd-a6db-28bdcb2a08c4,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
FR1-Chen-A-3,FR1-Chen-A,FR1-Chen-A-3,FR1-Chen-A-3,0.038133,PA,476645b5-e26b-4dd4-9082-5236d00e55cf,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA9_3,PA9,171291D,171291D,0.038275,PA,a730f1cb-18bf-4bd9-89c9-85b96152e44c,fb7724e2-2191-4084-be6e-5ee124245744
RL2_1,RL2,173346D,173346D,0.038381,PA,4513562e-349e-4779-9d7a-de44432de1f8,fb7724e2-2191-4084-be6e-5ee124245744
