id,id2,oldid,vcfid,A,state,gencoveid,projid
Jen3-5-4-NA-1,Jen3-5-4-NA,Jen3-5-4-NA-1,Jen3-5-4-NA-1,0.038678,PA,18d5fa5d-afb1-4198-919b-0e042952eab6,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL3_3,RL3,173316D,173316D,0.038855,PA,803ef3f7-aa24-45d8-b5d4-e4a7d7009f60,fb7724e2-2191-4084-be6e-5ee124245744
PA2_4,PA2,171272D,171272D,0.039082,PA,a612f3e3-6c85-42e7-9fa7-018132bef8c1,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA8-2-39809392,CarnsA8-2-39809392,CarnsA8-2-39809392,CarnsA8-2-39809392,0.040525,PA,6051c051-aa94-468b-ae3c-a0b3f14186b1,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AIR1-NA-2,AIR1-NA,AIR1-NA-2,AIR1-NA-2,0.043572,PA,ec68ef84-6b79-41f3-af80-c923918ea145,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA6_3,PA6,173332D,173332D,0.044106,PA,e824af4b-05e8-4299-a215-d44a0904c10a,fb7724e2-2191-4084-be6e-5ee124245744
Hart-A-3,Hart-A,Hart-A-3,Hart-A-3,0.044171,PA,3447f735-3ea4-4b19-ba2c-24b06819c84f,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL2_4,RL2,173340D,173340D,0.044193,PA,52fd8eac-3466-485f-a04c-02e43c49d7e6,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA11-2-39809401,CarnsA11-2-39809401,CarnsA11-2-39809401,CarnsA11-2-39809401,0.046117,PA,e7816703-93a8-4f45-9400-171765ec94ae,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W34_4,W34,173411D,173411D,0.046362,PA,81cc7ec2-1dcc-4297-9c7c-326f7b549bee,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA5-3-39809384,CarnsA5-3-39809384,CarnsA5-3-39809384,CarnsA5-3-39809384,0.046752,PA,5e062b74-d1a6-477b-9c63-d87f4607ef25,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA15-1-39809412,CarnsA15-1-39809412,CarnsA15-1-39809412,CarnsA15-1-39809412,0.046911,PA,5b9ca621-3266-4a83-b5fd-ba1995b547bc,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA8-1-39809391,CarnsA8-1-39809391,CarnsA8-1-39809391,CarnsA8-1-39809391,0.046965,PA,8783fee2-cf1c-491a-9b13-9eb428023ee1,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA13-2-39809407,CarnsA13-2-39809407,CarnsA13-2-39809407,CarnsA13-2-39809407,0.048666,PA,9e193eeb-969e-4f25-8a69-1715ab771f07,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA6_1,PA6,173336D,173336D,0.049467,PA,146ee404-5865-4c49-94c1-7353b9cd75d9,fb7724e2-2191-4084-be6e-5ee124245744
Y57_3,Y57,173341D,173341D,0.049599,PA,29918da4-4528-4fff-ad99-ea16df8cc896,fb7724e2-2191-4084-be6e-5ee124245744
Korte-A-2,Korte-A,Korte-A-2,Korte-A-2,0.050257,PA,d5693ffa-a403-4e73-a07e-ffb13abcb513,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA10-1-39809397,CarnsA10-1-39809397,CarnsA10-1-39809397,CarnsA10-1-39809397,0.051502,PA,49a06661-8392-426c-bd45-a4801d68cee2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Korte-NA-3,Korte-NA,Korte-NA-3,Korte-NA-3,0.051997,PA,8f330c88-60b6-491d-a9c3-878bb47957b0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS2-A-2,WKS2-A,WKS2-A-2,WKS2-A-2,0.052495,PA,7c56ff01-6623-4958-a24a-fc49120d7531,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
MD3_3,MD3,173311D,173311D,0.052868,PA,dabdfa75-fc2d-4466-bb41-304d6c1751b4,fb7724e2-2191-4084-be6e-5ee124245744
PA8_4,PA8,171275D,171275D,0.0534,PA,f959f63e-2beb-43f8-8cf9-93189d218dfe,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA5-2-39809383,CarnsA5-2-39809383,CarnsA5-2-39809383,CarnsA5-2-39809383,0.053542,PA,c42be57e-7248-427b-a35e-7ea7ec1cddf2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA5-1-39809382,CarnsA5-1-39809382,CarnsA5-1-39809382,CarnsA5-1-39809382,0.05366,PA,d45c44a9-22f4-498a-b2e0-14272b4552b5,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-5-4-NA-2,Jen3-5-4-NA,Jen3-5-4-NA-2,Jen3-5-4-NA-2,0.054246,PA,8409e39f-a660-40c4-90f1-1cc2318b4aca,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA3-1-39809376,CarnsA3-1-39809376,CarnsA3-1-39809376,CarnsA3-1-39809376,0.05479,PA,96faac9b-87fa-4a29-a0aa-4b9cd1faca86,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS5-A-1,WKS5-A,WKS5-A-1,WKS5-A-1,0.054891,PA,cc443abd-7d78-44aa-b0d8-c83453c14f60,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA1-3-39809372,CarnsA1-3-39809372,CarnsA1-3-39809372,CarnsA1-3-39809372,0.054999,PA,d8e1ff0d-8856-447a-b4b6-36cba3c33178,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA2_5,PA2,171269D,171269D,0.055523,PA,470bba02-8652-4e0d-bddd-eb0431dd3739,fb7724e2-2191-4084-be6e-5ee124245744
CarnsA13-3-39809408,CarnsA13-3-39809408,CarnsA13-3-39809408,CarnsA13-3-39809408,0.055915,PA,54a705b8-d371-4e4e-be82-5a1e27b1d766,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA8_2,PA8,171274D,171274D,0.057506,PA,9d8f8c4c-7fd5-4c7d-b631-c7c492f273a3,fb7724e2-2191-4084-be6e-5ee124245744
Jen3-Em-A-1,Jen3-Em-A,Jen3-Em-A-1,Jen3-Em-A-1,0.057908,PA,f2b1c453-c0fa-47e9-a29a-839c6acf4802,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
PA8_1,PA8,171277D,171277D,0.057972,PA,0563ab67-0004-4c5f-b75d-e48aa0a625b8,fb7724e2-2191-4084-be6e-5ee124245744
RL1_2,RL1,171299D,171299D,0.058824,PA,59ea5450-1591-4590-bd3a-cb7caf229f1a,fb7724e2-2191-4084-be6e-5ee124245744
WKS5-A-2,WKS5-A,WKS5-A-2,WKS5-A-2,0.058919,PA,5b034f69-a293-433d-b271-a1bfbb13465a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA15-3-39809414,CarnsA15-3-39809414,CarnsA15-3-39809414,CarnsA15-3-39809414,0.059733,PA,c97a5882-37a6-4a71-96fc-2f2165487765,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
FR1-Chen-A-2,FR1-Chen-A,FR1-Chen-A-2,FR1-Chen-A-2,0.060555,PA,c6ada7c3-2522-488a-b322-31e8fc5dec3d,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-5-4-NA-3,Jen3-5-4-NA,Jen3-5-4-NA-3,Jen3-5-4-NA-3,0.061156,PA,a77f76d0-4d14-44ad-bcdc-7762567afe25,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Hart-A-1,Hart-A,Hart-A-1,Hart-A-1,0.062162,PA,e791a45b-5d64-4bd8-af78-0bffc15b63a7,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-5-4-A-2,Jen3-5-4-A,Jen3-5-4-A-2,Jen3-5-4-A-2,0.062918,PA,3456fa96-125f-4152-8990-205370ffce0f,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3,Jen3,Jen3,Jen3,0.063985,PA,510efc59-2ea8-45dc-b69e-6c27cab78484,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-NA-3,Wheel-NA,Wheel-NA-3,Wheel-NA-3,0.065347,PA,550c9b50-70f4-484e-8b89-54aa00e327e3,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Korte-NA-1,Korte-NA,Korte-NA-1,Korte-NA-1,0.066326,PA,64194f42-dee9-4365-8fe5-12866b39288d,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
W34_3,W34,173409D,173409D,0.066919,PA,822b91bc-c8d6-4551-a234-549065e70a2a,fb7724e2-2191-4084-be6e-5ee124245744
MD3_5,MD3,173313D,173313D,0.067033,PA,1a487a02-46f0-4c67-a6be-748334e2dffb,fb7724e2-2191-4084-be6e-5ee124245744
RL2_2,RL2,173344D,173344D,0.067272,PA,91811342-c3ca-4646-80f5-4165a26ad960,fb7724e2-2191-4084-be6e-5ee124245744
Hart-NA-2,Hart-NA,Hart-NA-2,Hart-NA-2,0.068308,PA,f53be65f-bb34-4d4f-b227-b493bfaab3cb,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
MD3_4,MD3,173312D,173312D,0.068316,PA,212fabf4-2e6e-454a-8fc6-37f9f081f17d,fb7724e2-2191-4084-be6e-5ee124245744
FR1-Chen-A-1,FR1-Chen-A,FR1-Chen-A-1,FR1-Chen-A-1,0.070503,PA,417f3c8b-1d2d-43ef-9052-d7af929c537d,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
CarnsA13-1-39809406,CarnsA13-1-39809406,CarnsA13-1-39809406,CarnsA13-1-39809406,0.071288,PA,eb8d5934-a3de-4d1d-bf70-4632811509f0,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-Em-A-2,Jen3-Em-A,Jen3-Em-A-2,Jen3-Em-A-2,0.071715,PA,98f26e49-4f39-4b8b-8739-1b7fa1e22ef7,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL2_3,RL2,173342D,173342D,0.07326,PA,ec67af0e-c43c-4a02-9a1f-cfc613f43df1,fb7724e2-2191-4084-be6e-5ee124245744
RL4_2,RL4,171288D,171288D,0.074718,PA,158eb748-6f96-4d63-a028-79810b687520,fb7724e2-2191-4084-be6e-5ee124245744
Hart-NA-3,Hart-NA,Hart-NA-3,Hart-NA-3,0.075144,PA,1e61b573-6a0d-418b-94ad-e82b10d0db5e,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL4_1,RL4,171287D,171287D,0.075462,PA,25dccafe-9ff5-4fee-a9dd-6e113f28e83c,fb7724e2-2191-4084-be6e-5ee124245744
PA9_2,PA9,171292D,171292D,0.076055,PA,7ae54ba4-f332-44ef-a17b-b0d043c29d89,fb7724e2-2191-4084-be6e-5ee124245744
RL3_5,RL3,173318D,173318D,0.076659,PA,53013170-f91a-4663-ac1b-a1fe7a4dfaba,fb7724e2-2191-4084-be6e-5ee124245744
Korte-NA-2,Korte-NA,Korte-NA-2,Korte-NA-2,0.078633,PA,9496a21e-ca86-46eb-a72b-5a9f503876ce,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Bonn-A-1,Bonn-A,Bonn-A-1,Bonn-A-1,0.07873,PA,3f808b76-0c82-4c0e-9598-a70b138faf81,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL1_4,RL1,173301D,173301D,0.080451,PA,3b1a1114-2bd6-43e1-bfc6-f4a67042851c,fb7724e2-2191-4084-be6e-5ee124245744
MD3_2,MD3,173310D,173310D,0.080468,PA,f24ee046-8197-46ab-84a2-463307ec129e,fb7724e2-2191-4084-be6e-5ee124245744
Bonn-A-2,Bonn-A,Bonn-A-2,Bonn-A-2,0.083882,PA,918f9e47-6154-41a7-b9c0-f076f57e8ddb,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL3_2,RL3,173315D,173315D,0.084354,PA,e4fea156-5952-4ce6-a3da-89f310bca87d,fb7724e2-2191-4084-be6e-5ee124245744
RL4_5,RL4,171285D,171285D,0.086427,PA,5424fa28-ecef-48d7-9f64-21ba0c877b1a,fb7724e2-2191-4084-be6e-5ee124245744
Jen3-Em-NA-1,Jen3-Em-NA,Jen3-Em-NA-1,Jen3-Em-NA-1,0.087482,PA,ecb25839-c1bc-489e-a185-f76f6aae82f8,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Wheel-NA-2,Wheel-NA,Wheel-NA-2,Wheel-NA-2,0.089039,PA,171cac89-81d5-49cf-8b66-0ec0a13ae13a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
MD3_1,MD3,173309D,173309D,0.08949,PA,143dda93-d001-46aa-8f3f-33cc998677e9,fb7724e2-2191-4084-be6e-5ee124245744
RL1_5,RL1,173304D,173304D,0.089612,PA,d7a32f8f-b6a2-4fab-844a-7cfa0dc3f712,fb7724e2-2191-4084-be6e-5ee124245744
RL2_5,RL2,173338D,173338D,0.091198,PA,40849f70-94e1-45ad-9816-48d4253ba418,fb7724e2-2191-4084-be6e-5ee124245744
Bonn-NA-1,Bonn-NA,Bonn-NA-1,Bonn-NA-1,0.092408,PA,437a1236-d9d8-4b88-9d4c-d18678c49af2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL4_4,RL4,171283D,171283D,0.092685,PA,0e8328a2-b516-4a2b-ae1e-6f1e78d22ae7,fb7724e2-2191-4084-be6e-5ee124245744
RL4_3,RL4,171286D,171286D,0.093067,PA,f10d1b13-e34d-427d-a453-044b4db86d58,fb7724e2-2191-4084-be6e-5ee124245744
Korte-A-3,Korte-A,Korte-A-3,Korte-A-3,0.096114,PA,f2997db8-ca18-445b-9c3b-c6c7240fb5b3,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AIR1-NA-1,AIR1-NA,AIR1-NA-1,AIR1-NA-1,0.096972,PA,4e5f4952-c1ef-41d8-9541-041957266ec3,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Jen3-Em-A-3,Jen3-Em-A,Jen3-Em-A-3,Jen3-Em-A-3,0.09998,PA,4c37d6ab-d2cc-4b62-8e7d-e4e82819380b,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
WKS3-NA-3,WKS3-NA,WKS3-NA-3,WKS3-NA-3,0.101166,PA,4d24f593-c064-4c06-b9bb-ad9bcb569561,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL3_1,RL3,173314D,173314D,0.1029,PA,b92b6e57-7f21-4d61-8403-3013c75fdb5c,fb7724e2-2191-4084-be6e-5ee124245744
Jen3-5-4-A-3,Jen3-5-4-A,Jen3-5-4-A-3,Jen3-5-4-A-3,0.102905,PA,7d3d27a1-f708-42cc-a5e4-dca5c15e4ce4,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Bonn-A-3,Bonn-A,Bonn-A-3,Bonn-A-3,0.103402,PA,13fceda4-a1ea-40ce-b109-75fe0dc05c04,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AbeggNA-3-39809420,AbeggNA-3-39809420,AbeggNA-3-39809420,AbeggNA-3-39809420,0.103677,PA,f29c3f10-efad-4710-8732-14c60ca22c73,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Bonn-NA-2,Bonn-NA,Bonn-NA-2,Bonn-NA-2,0.106232,PA,a47655f3-78e4-43d3-82a0-a37fbd40108a,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AbeggNA-1-39809418,AbeggNA-1-39809418,AbeggNA-1-39809418,AbeggNA-1-39809418,0.106414,PA,d0ad011f-bcd3-44a2-89f5-c56c6b0c6a73,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AbeggNA-2-39809419,AbeggNA-2-39809419,AbeggNA-2-39809419,AbeggNA-2-39809419,0.109679,PA,e8f447ea-9e99-4acb-b576-a26d6a886bba,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Cesar-A-3,Cesar-A,Cesar-A-3,Cesar-A-3,0.109986,PA,54b41e59-68c0-4fb9-a675-e05b11c70049,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL5_2,RL5,173319D,173319D,0.114429,PA,59b17fb3-f3f1-4aa7-8d6e-47923921c7cb,fb7724e2-2191-4084-be6e-5ee124245744
RL5_5,RL5,173324D,173324D,0.118259,PA,5cb0eb40-f0be-4585-b705-b4c0dc83a594,fb7724e2-2191-4084-be6e-5ee124245744
RL5_4,RL5,173321D,173321D,0.124955,PA,ac22f72a-30f5-4ed4-906f-b3d33daedbe4,fb7724e2-2191-4084-be6e-5ee124245744
FR1,FR1,FR1,FR1,0.127981,PA,22ddb25c-aba9-4ebb-8277-d1d88dc62989,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL3_4,RL3,173317D,173317D,0.128424,PA,fda91c33-e04c-4931-965a-18527700c7c8,fb7724e2-2191-4084-be6e-5ee124245744
RL1_1,RL1,171300D,171300D,0.129987,PA,0b68d717-d61f-4835-859a-d9318be3b1a8,fb7724e2-2191-4084-be6e-5ee124245744
FR1-Gra-A-3,FR1-Gra-A,FR1-Gra-A-3,FR1-Gra-A-3,0.146282,PA,5ab3b5b3-26f1-4dd9-afeb-3eb5b43993a8,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
00502Q-1A-A-1,00502Q-1A-A,00502Q-1A-A-1,00502Q-1A-A-1,0.147192,PA,ccd56ae5-d656-4a6b-a93b-3cd73459d211,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
FR1-Gra-A-2,FR1-Gra-A,FR1-Gra-A-2,FR1-Gra-A-2,0.150059,PA,1cfb5bbf-57a9-4435-9197-82ad939379d8,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Hart-NA-1,Hart-NA,Hart-NA-1,Hart-NA-1,0.153389,PA,9a08ff0c-96e4-40b8-83a7-8cb8c62835b5,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
00502Q-1A-A-2,00502Q-1A-A,00502Q-1A-A-2,00502Q-1A-A-2,0.157429,PA,63feee51-7bb1-47f3-b844-9e749145f9fb,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL5_1,RL5,173320D,173320D,0.167807,PA,3a54a301-6d4c-4be6-8992-f417ce0b9acd,fb7724e2-2191-4084-be6e-5ee124245744
Cesar-A-2,Cesar-A,Cesar-A-2,Cesar-A-2,0.177774,PA,c9ffe603-c212-4c89-bdd1-9c65fad1581b,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
00502Q-1C-NA-3,00502Q-1C-NA,00502Q-1C-NA-3,00502Q-1C-NA-3,0.18155,PA,8c8a0fbc-cee7-4a91-9e69-343ccba56f20,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
RL1_3,RL1,173302D,173302D,0.199551,PA,7ec38971-510e-4961-bc5a-9cd4d9ffc024,fb7724e2-2191-4084-be6e-5ee124245744
Cesar-A-1,Cesar-A,Cesar-A-1,Cesar-A-1,0.204944,PA,2db09ca7-4ec2-4d0a-9587-fb94310ec843,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Hart-A-2,Hart-A,Hart-A-2,Hart-A-2,0.222311,PA,0311a980-7951-44a2-8e73-30c8dba8bb89,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
00502Q-1C-NA-2,00502Q-1C-NA,00502Q-1C-NA-2,00502Q-1C-NA-2,0.257512,PA,e9fd450f-ac51-421e-be75-2f8fe8018d57,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Air3-A-2,Air3-A,Air3-A-2,Air3-A-2,0.261543,PA,601b2d1d-f623-4c48-a1b4-a2f7aefd9357,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Air3-A-1,Air3-A,Air3-A-1,Air3-A-1,0.278443,PA,80638524-1c40-4521-8bbd-7b7f4e1cdca2,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AIR2-A-2,AIR2-A,AIR2-A-2,AIR2-A-2,0.290233,PA,98a30885-662b-46e6-a30f-17dbdcbf27f9,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AIR2-A-3,AIR2-A,AIR2-A-3,AIR2-A-3,0.336131,PA,bb95bd5e-fcac-4cec-af5a-a1c7cf6c9520,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
Air3-A-3,Air3-A,Air3-A-3,Air3-A-3,0.388023,PA,5eb5fa9c-d744-43b9-9800-3e1c46f5ba5e,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
AIR2-A-1,AIR2-A,AIR2-A-1,AIR2-A-1,0.395046,PA,36579f60-78f6-4b3a-8e04-a2710a76a3bd,035e939a-269a-46c1-8c6d-c83a1f3cbb1f
D14-2021,D14-2021,D14-2021,D14-2021,1e-05,TX,eda079a3-878a-4ae6-ba47-ea341d21e693,67b9c7e7-7c6a-4cca-b395-13add823baed
D17-2021,D17-2021,D17-2021,D17-2021,1e-05,TX,285371a5-7085-4fa7-a484-86441af010cc,67b9c7e7-7c6a-4cca-b395-13add823baed
D18-2021,D18-2021,D18-2021,D18-2021,1e-05,TX,ce712d96-3f64-4c60-9acc-fc20035bca0e,67b9c7e7-7c6a-4cca-b395-13add823baed
D22-2021,D22-2021,D22-2021,D22-2021,1e-05,TX,195dedd0-2246-453f-a37c-d1122cb9fe01,67b9c7e7-7c6a-4cca-b395-13add823baed
D3-2022,D3-2022,D3-2022,D3-2022,1e-05,TX,3437bfa8-076b-4995-9ffc-19e9c2eeb2e6,67b9c7e7-7c6a-4cca-b395-13add823baed
D4-2022,D4-2022,D4-2022,D4-2022,1e-05,TX,805de0c0-e9ad-4430-9d61-3ccb7ed37138,67b9c7e7-7c6a-4cca-b395-13add823baed
D21-2021,D21-2021,D21-2021,D21-2021,0.000286,TX,719f2977-80ff-4d85-af5b-06a235d70c92,67b9c7e7-7c6a-4cca-b395-13add823baed
D15-2021,D15-2021,D15-2021,D15-2021,0.008283,TX,aff4ef6c-2463-433f-be3c-29967e5c1fe5,67b9c7e7-7c6a-4cca-b395-13add823baed
D16-2021,D16-2021,D16-2021,D16-2021,0.012715,TX,095e8989-83f8-4921-b954-c755fc430ab6,67b9c7e7-7c6a-4cca-b395-13add823baed
D12-2021,D12-2021,D12-2021,D12-2021,0.104857,TX,c1e06d2c-eae0-4279-9b95-8436f90bbb32,67b9c7e7-7c6a-4cca-b395-13add823baed
D6-2022,D6-2022,D6-2022,D6-2022,0.188226,TX,10cae7e3-b025-415a-bb22-0c6d63a75ed6,67b9c7e7-7c6a-4cca-b395-13add823baed
D8-2022,D8-2022,D8-2022,D8-2022,0.24627,TX,22efeddf-ca70-4317-bd0c-3f158d9d8764,67b9c7e7-7c6a-4cca-b395-13add823baed
D2-2022,D2-2022,D2-2022,D2-2022,0.277015,TX,f0fc6568-2b45-4827-9f52-46e126553cf2,67b9c7e7-7c6a-4cca-b395-13add823baed
D14-2022,D14-2022,D14-2022,D14-2022,0.290853,TX,4c238a8b-d4e9-487f-9487-080f3cb0e6e7,67b9c7e7-7c6a-4cca-b395-13add823baed
D1-2022,D1-2022,D1-2022,D1-2022,0.306335,TX,56ceff39-f81f-42f7-930a-1a8130330c31,67b9c7e7-7c6a-4cca-b395-13add823baed
D4-2021,D4-2021,D4-2021,D4-2021,0.320378,TX,62cd2ad3-8224-45a4-b0b9-a143728b2f4a,67b9c7e7-7c6a-4cca-b395-13add823baed
D13-2022,D13-2022,D13-2022,D13-2022,0.322473,TX,99f39011-521b-4a00-b039-af44bb121bf7,67b9c7e7-7c6a-4cca-b395-13add823baed
D5-2022,D5-2022,D5-2022,D5-2022,0.326882,TX,08157e9b-62a9-4b8e-93ad-0ff2d575485a,67b9c7e7-7c6a-4cca-b395-13add823baed
D8-2021,D8-2021,D8-2021,D8-2021,0.355953,TX,8b69fdda-3a5a-4a66-80da-22d84a9a0428,67b9c7e7-7c6a-4cca-b395-13add823baed
D9-2022,D9-2022,D9-2022,D9-2022,0.356169,TX,1877c0d0-16d5-466d-9f1d-77fee3888dab,67b9c7e7-7c6a-4cca-b395-13add823baed
D7-2022,D7-2022,D7-2022,D7-2022,0.360204,TX,44d60bda-6305-4932-8236-41ce2b6acaf2,67b9c7e7-7c6a-4cca-b395-13add823baed
D9-2021,D9-2021,D9-2021,D9-2021,0.363105,TX,c714a625-b198-4788-9473-daf0fb5008b6,67b9c7e7-7c6a-4cca-b395-13add823baed
D19-2021,D19-2021,D19-2021,D19-2021,0.370485,TX,20bc3085-3b19-45bc-85cb-8d45f80efe6c,67b9c7e7-7c6a-4cca-b395-13add823baed
D11-2022,D11-2022,D11-2022,D11-2022,0.379618,TX,b84b079e-dc88-4ae2-92d1-906c954a9e50,67b9c7e7-7c6a-4cca-b395-13add823baed
D20-2021,D20-2021,D20-2021,D20-2021,0.408173,TX,0a892373-9feb-473a-a3f9-2739433905f6,67b9c7e7-7c6a-4cca-b395-13add823baed
D11-2021,D11-2021,D11-2021,D11-2021,0.41739,TX,0c517229-6eaf-4fde-8502-47191604c6b7,67b9c7e7-7c6a-4cca-b395-13add823baed
D13-2021,D13-2021,D13-2021,D13-2021,0.43121,TX,ecdd298f-0b5a-4493-b967-7f700ea837e1,67b9c7e7-7c6a-4cca-b395-13add823baed
403-2016,403-2016,403-2016,403-2016,0.52153,TX,4a6a3352-3283-4ac8-a561-3c75f90695ef,67b9c7e7-7c6a-4cca-b395-13add823baed
60-2016,60-2016,60-2016,60-2016,0.525337,TX,3c9a893a-2813-467d-879d-24be513558a2,67b9c7e7-7c6a-4cca-b395-13add823baed
703-2016,703-2016,703-2016,703-2016,0.535282,TX,1e77df44-0b46-4dbb-9d74-879ee4f28aaa,67b9c7e7-7c6a-4cca-b395-13add823baed
D15-2022,D15-2022,D15-2022,D15-2022,0.552973,TX,c043b074-de13-4e14-866b-d677686ba7ba,67b9c7e7-7c6a-4cca-b395-13add823baed
385-2016,385-2016,385-2016,385-2016,0.556273,TX,578955a4-ca7a-4d55-9dde-35301f7d553c,67b9c7e7-7c6a-4cca-b395-13add823baed
381-2016,381-2016,381-2016,381-2016,0.564386,TX,bfe02616-0c58-4ca1-912a-d74c12e168af,67b9c7e7-7c6a-4cca-b395-13add823baed
383-2016,383-2016,383-2016,383-2016,0.565902,TX,3de2ee7f-e028-40e2-a67c-d3faa4d1cee7,67b9c7e7-7c6a-4cca-b395-13add823baed
D16-2022,D16-2022,D16-2022,D16-2022,0.569048,TX,4df163bf-13cf-45b5-b082-85fdab7bd711,67b9c7e7-7c6a-4cca-b395-13add823baed
D17-2022,D17-2022,D17-2022,D17-2022,0.569958,TX,aac65962-86ad-4e23-b195-26d357e346c0,67b9c7e7-7c6a-4cca-b395-13add823baed
425-2022,425-2022,425-2022,425-2022,0.571226,TX,d9a69111-6b81-44da-b272-53896d951874,67b9c7e7-7c6a-4cca-b395-13add823baed
370-2016,370-2016,370-2016,370-2016,0.572072,TX,d8967866-b2db-4683-bc61-495f2b72df4c,67b9c7e7-7c6a-4cca-b395-13add823baed
357-2016,357-2016,357-2016,357-2016,0.573373,TX,77d72c90-e1ed-41b5-9276-f5b0ca11db7e,67b9c7e7-7c6a-4cca-b395-13add823baed
404-2022,404-2022,404-2022,404-2022,0.576171,TX,4b40adf4-f24f-4f15-bb49-34a4a3c7b705,67b9c7e7-7c6a-4cca-b395-13add823baed
394-2022,394-2022,394-2022,394-2022,0.576374,TX,bcec8db7-3fe7-42e5-a3de-435cf728252a,67b9c7e7-7c6a-4cca-b395-13add823baed
383-2022,383-2022,383-2022,383-2022,0.577825,TX,1fb51efd-dbd5-4aca-8835-174c40b69f08,67b9c7e7-7c6a-4cca-b395-13add823baed
404-2016,404-2016,404-2016,404-2016,0.578271,TX,0ed3e64c-c100-41f7-9de4-11eedd11969f,67b9c7e7-7c6a-4cca-b395-13add823baed
95-2022,95-2022,95-2022,95-2022,0.580526,TX,92247e23-c681-4795-8884-0cc81a25686b,67b9c7e7-7c6a-4cca-b395-13add823baed
